id,poller_id,site_id,host_template_id,description,hostname,location,notes,external_id,snmp_community,snmp_version,snmp_username,snmp_password,snmp_auth_protocol,snmp_priv_passphrase,snmp_priv_protocol,snmp_context,snmp_engine_id,snmp_port,snmp_timeout,snmp_sysDescr,snmp_sysObjectID,snmp_sysUpTimeInstance,snmp_sysContact,snmp_sysName,snmp_sysLocation,availability_method,ping_method,ping_port,ping_timeout,ping_retries,max_oids,bulk_walk_size,device_threads,deleted,disabled,monitor,monitor_text,monitor_criticality,monitor_warn,monitor_alert,monitor_icon,thold_send_email,thold_host_email,thold_failure_count,status,status_event_count,status_fail_date,status_rec_date,status_last_error,min_time,max_time,cur_time,avg_time,polling_time,total_polls,failed_polls,availability,last_updated,graphs,data_sources,instate
1,1,0,20,"Local Linux Machine",localhost,,"Initial Cacti Device",,public,2,,,,,,,,161,1000,"Linux ubuntu 6.8.0-124-generic #124-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 13:00:45 UTC 2026 x86_64",iso.3.6.1.4.1.8072.3.2.10,18960100,"Me <me@example.org>",ubuntu,"Sitting on the Dock of the Bay",4,1,23,400,1,10,-1,1,,,on,,0,0,0,,1,,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,0.00000,0.00000,0.00000,0.703,388504,0,100.00000,"2026-07-01 07:42:18",7,13,23310240
6,1,21,21,"Mikrotik - Bali - R243",192.168.243.253,BALI,,,public,2,,,,,,,,161,1000,"RouterOS RB1100Dx4",iso.3.6.1.4.1.14988.1,449135200,R-243-BALI,R-243-BALI,"NUSA DUA BALI",4,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2025-10-26 08:37:05","0000-00-00 00:00:00","Device did not respond to SNMP",0.00000,3029.25611,40.61604,29.24739,1.469,388411,10,99.99740,"2026-07-01 07:42:18",14,14,23304660
15,1,4,21,"Mikrotik - Balikpapan - GW - R208",192.168.208.253,BALIKPAPAN,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,78205700,"R-208 DEPOT BALIK PAPAN","R.208 BALIKPAPAN",KAG-BALIKPAPAN,1,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 05:24:02","2026-06-30 16:24:02","SNMP not performed due to setting or ping result, ICMP: Ping timed out",0.00000,1632.02298,44.55292,30.72473,14.798,388382,607,99.84370,"2026-07-01 07:42:17",63,58,55139
45,1,4,21,"Mikrotik - Balikpapan - SW Core",192.192.1.1,BALIKPAPAN,,,public,2,,,,,,,,161,1000,"RouterOS CRS326-24G-2S+",iso.3.6.1.4.1.14988.1,111624000,CORE-SW-BPP,SW-CORE-BPP,Balikpapan,1,1,23,400,1,10,15,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 05:24:03","2026-06-30 16:24:02","SNMP not performed due to setting or ping result, ICMP: Ping timed out",0.00000,1588.27305,45.58051,34.99985,2.635,385758,429,99.88880,"2026-07-01 07:42:05",41,47,55139
23,1,1,21,"Mikrotik - Banjarmasin - R210",192.168.210.253,BANJARMASIN,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,739100,R-210-BANJARMASIN,"R.210 BANJARMASIN",,3,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 07:22:04","2026-07-01 02:04:02","ICMP: Ping timed out",0.00000,1063.93695,24.61386,30.75724,5.15,388383,18512,95.23360,"2026-07-01 07:42:07",50,46,20339
20,1,1,21,"Mikrotik - BATAM - R201",192.168.201.253,BATAM,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,915688900,"R -201 KAG BATAM","R-201 RELOKASI BATAM","KAG BATAM",4,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"2025-09-08 04:55:29","2025-09-08 05:05:26","Device did not respond to SNMP",0.00000,1555.31502,14.99391,23.36874,20.912,388346,11,99.99720,"2026-07-01 07:42:28",21,21,25583855
31,1,5,21,"Mikrotik - GW - Bekasi - Wh-100 - R222",192.168.222.253,P5-L2-R.SERVER,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,30930800,R-222,Router_222-P5,KAG-BEKASI-R-222,4,1,23,400,3,10,10,2,,,on,,0,0,0,network-wired,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,224.63894,0.44203,1.43939,0.296,388380,0,100.00000,"2026-07-01 07:42:02",51,33,23302800
30,1,1,21,"Mikrotik - GW - Muarabaru - Quantum - RAS",103.245.17.113,MUARABARU,,,public,2,,,,,,,,161,1000,"RouterOS CCR1036-8G-2S+",iso.3.6.1.4.1.14988.1,1176406600,,"anto new router (PARENT UTAMA ANTO) 103.106.76.30",,4,1,23,400,3,10,10,2,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,388.24701,19.78898,3.51608,4.909,388378,0,100.00000,"2026-07-01 07:42:07",31,31,23302680
32,1,1,21,"Mikrotik - GW - P12 - Smart A - R172 - DRC - A",172.20.4.1,P12,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,2711734200,R-171-WEB-SERV-CILEUNGSI-KAG,Router-172-P12,P12-CILEUNGSI,4,1,23,400,3,10,10,2,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,357.29623,0.33283,1.09864,0.241,388381,0,100.00000,"2026-07-01 07:42:02",13,32,23302860
29,1,1,21,"Mikrotik - GW - Tambaksawah - Quantum - R242",103.245.19.137,SBY-TAMBAKSAWAH,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,75406100,R-242-KAG-TAMBAK-SAWAH,"R-242-SBY-TAMBAK SAWAH","SURABAYA-TAMBAK SAWAH",2,1,23,400,3,10,20,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 06:32:06","2026-06-18 23:53:02","Device did not respond to SNMP",9.99999,4003.18599,34.06215,325.89111,5.14,310436,3046,99.01880,"2026-07-01 07:42:07",29,22,1064999
82,1,1,17,"Mikrotik - Makassar - R237 (Pattene)",192.168.237.253,MAKASSAR,,,public,2,,,,,,,,161,1000,,,0,,,,3,1,23,400,1,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 05:26:03","2026-06-30 16:24:03","ICMP: Ping timed out",0.05293,355.25084,38.34891,33.87933,0.194,137600,1598,98.83870,"2026-07-01 07:42:03",3,3,55138
24,1,1,21,"Mikrotik - Makassar - R239",192.168.239.253,MAKASSAR,,,public,2,,,,,,,,161,1000,"RouterOS RB3011UiAS",iso.3.6.1.4.1.14988.1,1129900,R-239,R-239-MAKASSAR,MAKASSAR,4,1,23,400,3,10,10,1,,on,on,,0,0,0,server,1,0,0,0,0,"2025-09-09 21:20:53","2025-09-09 21:30:47","Device did not respond to SNMP",0.00000,1563.09986,0.00000,39.23437,7.086,250390,17,99.99320,"2026-03-25 15:39:44",6,6,25438334
37,1,1,21,"Mikrotik - Manado",192.168.209.253,MANADO,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,630108600,"R-209 MANADO","R.209 MANADO",,4,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,397.08114,50.95887,51.25177,19.687,388337,0,100.00000,"2026-07-01 07:42:22",38,38,23300220
38,1,1,17,"Mikrotik - Medan - R212",192.168.212.253,MEDAN,,,public,2,,,,,,,,161,1000,"RouterOS CCR1009-7G-1C-1S+",iso.3.6.1.4.1.14988.1,51698300,"R-212 MEDAN","R-212 MEDAN","KAG MEDAN",4,1,23,400,3,10,20,2,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,399.73903,29.23489,27.39696,0.955,388342,0,100.00000,"2026-07-01 07:42:05",17,16,23300520
4,1,15,17,"Mikrotik - Muara Baru - R240-KAG-RAS",192.168.240.253,MUARABARU,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,47947000,R-240-RAS,ROUTER-240-PBN,"Muara Baru",4,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2025-10-19 10:15:14","2025-10-19 07:17:10","Device did not respond to SNMP",0.00000,2006.39391,17.26794,4.55035,1.223,388368,42,99.98920,"2026-07-01 07:42:18",9,9,22033551
16,1,3,17,"Mikrotik - P12 - R206-TIS",192.168.206.253,P12-TIS,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,3368296400,R-206,R-206-TIS,TIS-CILEUNGSI,2,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-03-08 04:08:58","2026-03-08 04:30:24","Device did not respond to SNMP",0.40603,3006.70505,3.71790,3.88549,20.037,388194,111,99.97140,"2026-07-01 07:42:27",14,12,9947557
14,1,3,21,"Mikrotik - P12 - R221-6 Distribusi Scan AS",192.168.221.6,P12-R_DISTRIBUSI_SCAN,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,64774500,"ROUTER DISTRIBUSI SCAN",P12-R-WIFI,"AS CILEUNGSI",2,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-23 19:12:12","2026-06-24 03:59:10","Device did not respond to SNMP",0.27514,3670.06588,1.24407,14.82982,0.956,388258,644,99.83410,"2026-07-01 07:42:19",11,9,618231
2,1,3,21,"Mikrotik - P12 - R221-AS",192.168.221.253,P12,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,876972000,,"Router 221_P12",R-221-CILEUNGSI,3,1,23,400,3,10,-1,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-03-08 04:10:05","2026-03-08 04:30:02","Device did not respond to SNMP",0.01287,2158.99491,0.30994,8.17124,1.05,388448,108,99.97220,"2026-07-01 07:42:03",42,32,9947579
3,1,3,21,"Mikrotik - P12 - R234-KAG-CILEUNGSI ",192.168.234.253,P12,,,public,2,,,,,,,,161,1000,"RouterOS RB2011UiAS",iso.3.6.1.4.1.14988.1,1791194500,R-234-KAG-CILEUNGSI,Router234-P12,"PANGKALAN 12-CILEUNGSI",2,1,23,400,3,10,5,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-03-08 04:09:46","2026-03-08 04:30:11","Device did not respond to SNMP",0.68712,2034.15084,6.20389,7.11715,14.631,388407,318,99.91810,"2026-07-01 07:42:18",27,18,9947570
21,1,1,17,"Mikrotik - P3 - R203 - MKA",103.245.17.148,P3-MKA,"103.245.17.148 => Quantum  192.168.203.253",,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,43427200,"E-203 MKA P3","R-203 MKA-P3","PANGKALAN 3",2,1,23,400,3,10,1,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 04:17:10","2026-06-30 14:08:02","Device did not respond to SNMP",1.08314,3296.20481,5.95999,15.48480,5.186,388379,1337,99.65570,"2026-07-01 07:42:07",24,20,63299
34,1,1,17,"Mikrotik - P5 - Distribusi AP Learning Center",192.168.222.61,P5,,,public,2,,,,,,,,161,1000,"RouterOS RB450Gx4",iso.3.6.1.4.1.14988.1,104652200,"DISTRIBUSI AP LEARNING CENTER","DISTRIBUSI AP LEARNING CENT",KAG-P5-BEKASI,4,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,109.39503,0.58508,1.05467,17.258,388241,0,100.00000,"2026-07-01 07:42:22",6,4,23294460
33,1,1,17,"Mikrotik - P5 - DISTRIBUSI AP SCAN WH-100",192.168.222.68,P5,,,public,2,,,,,,,,161,1000,"RouterOS RB750r2",iso.3.6.1.4.1.14988.1,1613391900,"DISTRIBUSI AP SCAN-P5","DISTRIBUSI-AP SCAN-P5",BEKASI,4,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,107.63001,0.00000,1.34864,5.666,388238,0,100.00000,"2026-07-01 07:42:10",10,8,23294280
60,1,5,21,"Mikrotik - P5 - SMART",103.245.16.234,P5-L2-R.SERVER,,,public,2,,,,,,,,161,1000,"RouterOS CCR1009-7G-1C-1S+",iso.3.6.1.4.1.14988.1,2805952700,,"DRC B-SMART","R-171-BEKASI-PUB ALOKASI",4,1,23,400,3,10,10,1,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,126.96004,0.59605,1.11890,0.279,380003,0,100.00000,"2026-07-01 07:42:02",23,23,22800180
22,1,1,21,"Mikrotik - P5 - Switch-Public-ip Distribusi",171.21.4.195,P5,,,public,2,,,,,,,,161,1000,"RouterOS CRS326-24G-2S+",iso.3.6.1.4.1.14988.1,3478575100,"SW-DISTRIBUSI-PUB P5","PUB-DISTRIBUSI_SW P5",BEKASI-KAG,4,1,23,400,3,10,15,2,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,102.57506,0.63705,1.17803,20.137,388320,0,100.00000,"2026-07-01 07:42:27",16,15,23299200
9,1,1,21,"Mikrotik - P6 - R228 - Fase 3",192.168.228.253,P6-3,,,public,2,,,,,,,,161,1000,"RouterOS RB1100Dx4",iso.3.6.1.4.1.14988.1,55203200,"R-228 FH 3","R.228 P6F3","PANGKALAN 6 BEKASI",2,1,23,400,3,10,15,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-18 06:32:13","2026-06-18 02:51:07","Device did not respond to SNMP",0.38385,2115.35501,4.34303,6.70082,0.951,388403,399,99.89730,"2026-07-01 07:42:18",17,14,1140714
8,1,1,21,"Mikrotik - P6 - R229",192.168.229.253,P6,,,public,2,,,,,,,,161,1000,"RouterOS RB1100Dx4",iso.3.6.1.4.1.14988.1,1266680700,R229-BEK,R-229-P6,BEKASI,3,1,23,400,3,10,5,2,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-24 22:22:04","2026-06-18 02:51:01","ICMP: Ping timed out",0.00000,116.21499,0.70596,0.93882,1.053,388417,261,99.93280,"2026-07-01 07:42:03",42,28,1140720
7,1,1,21,"Mikrotik - P6 - R232-L3",192.168.232.253,P6-L3,,,public,2,,,,,,,,161,1000,"RouterOS RB3011UiAS",iso.3.6.1.4.1.14988.1,55203300,"R-232-KAG-P6 LT3",R-232-P6,"PANGKALAN-6 BEKASI",2,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-24 22:22:07","2026-06-18 06:34:03","Device did not respond to SNMP",0.50807,2006.10304,4.69708,4.87837,1.13,388415,376,99.90320,"2026-07-01 07:42:02",37,26,1127338
10,1,1,21,"Mikrotik - P6-2 - R227",192.168.227.253,P6-2,,,public,2,,,,,,,,161,1000,"RouterOS RB1100x4",iso.3.6.1.4.1.14988.1,1061020100,"R-227 PH2 P6",R-227-P6F2,"PANGKALAN 6 BEKASI",3,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-24 22:22:06","2026-06-18 02:51:02","ICMP: Ping timed out",0.00000,164.92105,0.50616,1.09275,13.934,388410,251,99.93540,"2026-07-01 07:42:17",31,22,1140719
18,1,1,17,"Mikrotik - Palembang - R204",192.168.204.253,PALEMBANG,,,public,1,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,7178000,KAG-DEPOT-PALEMBANG,"R.204 PALEMBANG","KAG PALEMBANG",2,1,23,400,3,10,20,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 16:20:16","2026-06-30 16:04:25","Device did not respond to SNMP",9.99999,3417.28282,34.40118,78.83104,0.625,388001,12065,96.89050,"2026-07-01 07:42:28",17,12,56316
36,1,1,17,"Mikrotik - Palu - R211",192.168.211.253,PALU,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,380166600,R-211-PALU,"R-211 PALU RELOKASI ROUTER","PALU SULAWESI",3,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-07-01 04:09:05","2026-07-01 03:46:03","ICMP: Ping timed out",0.00000,396.72899,37.82821,44.69682,2.144,388361,11581,97.01800,"2026-07-01 07:42:04",23,16,14218
19,1,1,17,"Mikrotik - Pekanbaru - R202",192.168.202.253,PEKANBARU,,,public,2,,,,,,,,161,1000,"RouterOS RB4011iGS+",iso.3.6.1.4.1.14988.1,3012600,"R-202-Pekan Baru","R-202 FR_PEKANBARU","PEKAN BARU KAG",2,1,23,400,3,10,15,1,,,on,,0,0,0,server,1,0,0,3,0,"2026-06-30 23:16:06","2026-07-01 00:37:02","Device did not respond to SNMP",9.99999,3551.92995,24.85800,47.36088,2.411,388373,14904,96.16250,"2026-07-01 07:42:07",25,18,25559
35,1,1,17,"Mikrotik - Pontianak - R207",192.168.207.253,PONTIANAK,,,public,2,,,,,,,,161,1000,"RouterOS RBD53iG-5HacD2HnD",iso.3.6.1.4.1.14988.1,1387500,DEPOT-PONTIANAK,"R.207 PONTIANAK",PONTIANAK,4,1,23,400,3,10,1,1,,,on,,0,0,0,server,1,0,0,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00",,0.00000,395.92004,13.97014,23.06665,1.558,388361,0,100.00000,"2026-07-01 07:42:04",22,17,23301660
